,lat,lon,yld,yld_ordinal,elevation,mukey,soil
2795,41.252877086956524,-97.14230285507246,198.1500151477745,6.0,1622.3753,1691287,"Hastings silty clay loam, 7 to 11 percent slopes, eroded"
2796,41.252877086956524,-97.14221539130435,197.33968884110652,6.0,1622.7034,1691287,"Hastings silty clay loam, 7 to 11 percent slopes, eroded"
2797,41.252877086956524,-97.14212792753624,197.6683518096272,6.0,1622.7034,1691287,"Hastings silty clay loam, 7 to 11 percent slopes, eroded"
2798,41.252877086956524,-97.14204046376811,199.29544664170285,6.0,1620.4068,1691287,"Hastings silty clay loam, 7 to 11 percent slopes, eroded"
2801,41.252952217391304,-97.14790053623189,186.46878624768644,5.0,1626.9685,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2802,41.252952217391304,-97.14781307246376,186.5404027189855,5.0,1625.9843,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2803,41.252952217391304,-97.14772560869565,186.2552146026179,5.0,1625.0,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2804,41.252952217391304,-97.14763814492754,184.73685439487255,4.0,1627.6247,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2805,41.252952217391304,-97.14755068115942,182.04880159651125,4.0,1626.3123,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2806,41.252952217391304,-97.1474632173913,179.29570613255464,4.0,1624.0157,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2807,41.252952217391304,-97.14737575362318,176.64645725411773,4.0,1625.0,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2808,41.252952217391304,-97.14728828985507,174.03403940920862,3.0,1627.2966,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2809,41.252952217391304,-97.14720082608696,171.8726443198561,3.0,1623.3596,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
